candidate_id,candidate_key,first_name,incumbent,last_name,name_display,order,party_id,percent,percent_display,seat,state_id,votes,winner,winner2,uncontested,party_id2,state_seat_count,district_vote_count,state_vote_count,district_candidate_count,wasted_votes
schneider-1009,schneiderj,Jan,False,Schneider,Jan Schneider,2,democrat,40.2,40.2,16,FL,155262,False,0,0,democrat,27,385916,9164546,4,155262
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,16,FL,0,False,0,0,other,27,385916,9164546,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,16,FL,0,False,0,0,other,27,385916,9164546,4,0
rooney-59163,rooneyt,Tom,True,Rooney,Tom Rooney,1,republican,61.8,61.8,17,FL,209348,True,1,0,republican,27,338675,9164546,3,40010
freeman-63276,freemana,April,False,Freeman,April Freeman,2,democrat,34.2,34.2,17,FL,115974,False,0,0,democrat,27,338675,9164546,3,115974
sawyer-65666,sawyerj,John,False,Sawyer,John Sawyer,3,no-party-affiliation,3.9,3.9,17,FL,13353,False,0,0,other,27,338675,9164546,3,13353
mast-65757,mastb,Brian,False,Mast,Brian Mast,1,republican,53.6,53.6,18,FL,201488,True,1,0,republican,27,375909,9164546,3,13533
perkins-65771,perkinsr,Randy,False,Perkins,Randy Perkins,2,democrat,43.1,43.1,18,FL,161918,False,0,0,democrat,27,375909,9164546,3,161918
spalding-65667,spaldingc,Carla,False,Spalding,Carla Spalding,3,no-party-affiliation,3.3,3.3,18,FL,12503,False,0,0,other,27,375909,9164546,3,12503
rooney-65668,rooneyf,Francis,False,Rooney,Francis Rooney,1,republican,65.9,65.9,19,FL,239225,True,1,0,republican,27,363037,9164546,4,57706
neeld-11095,neeldr,Robert,False,Neeld,Robert Neeld,2,democrat,34.1,34.1,19,FL,123812,False,0,0,democrat,27,363037,9164546,4,123812
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,19,FL,0,False,0,0,other,27,363037,9164546,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,19,FL,0,False,0,0,other,27,363037,9164546,4,0
hastings-874,hastingsa,Alcee,True,Hastings,Alcee L. Hastings,2,democrat,80.3,80.3,20,FL,222914,True,1,0,democrat,27,277560,9164546,4,84133
stein-58845,steing,Gary,False,Stein,Gary Stein,1,republican,19.7,19.7,20,FL,54646,False,0,0,republican,27,277560,9164546,4,54646
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,20,FL,0,False,0,0,other,27,277560,9164546,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,20,FL,0,False,0,0,other,27,277560,9164546,4,0
frankel-10720,frankell,Lois,True,Frankel,Lois Frankel,2,democrat,62.7,62.7,21,FL,210606,True,1,0,democrat,27,335861,9164546,3,42675
spain-64165,spainp,Paul,False,Spain,Paul Spain,1,republican,35.1,35.1,21,FL,118038,False,0,0,republican,27,335861,9164546,3,118038
trout-62150,troutm,Michael,False,Trout,Michael Trout,3,no-party-affiliation,2.1,2.1,21,FL,7217,False,0,0,other,27,335861,9164546,3,7217
deutch-60128,deutcht,Ted,True,Deutch,Ted Deutch,2,democrat,58.9,58.9,22,FL,199113,True,1,0,democrat,27,337850,9164546,4,30187
mcgee-64164,mcgeea,Andrea,False,McGee,Andrea McGee,1,republican,41.1,41.1,22,FL,138737,False,0,0,republican,27,337850,9164546,4,138737
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,22,FL,0,False,0,0,other,27,337850,9164546,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,22,FL,0,False,0,0,other,27,337850,9164546,4,0
wasserman-schultz-11357,wasserman_schultzd,Debbie,True,Wasserman Schultz,Debbie Wasserman Schultz,2,democrat,56.7,56.7,23,FL,183225,True,1,0,democrat,27,323120,9164546,4,21664
kaufman-64167,kaufmanj,Joe,False,Kaufman,Joe Kaufman,1,republican,40.5,40.5,23,FL,130818,False,0,0,republican,27,323120,9164546,4,130818
endriss-65669,endrissd,Don,False,Endriss,Don Endriss,3,no-party-affiliation,1.6,1.6,23,FL,5180,False,0,0,other,27,323120,9164546,4,5180
milstein-65670,milsteinl,Lyle,False,Milstein,Lyle Milstein,4,no-party-affiliation,1.2,1.2,23,FL,3897,False,0,0,other,27,323120,9164546,4,3897
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,24,FL,0,False,0,0,republican,27,327305,9164546,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,24,FL,0,False,0,0,other,27,327305,9164546,3,0
wilson-53086,wilsonf,Frederica,True,Wilson,Frederica S. Wilson,1,democrat,100.0,100.0,24,FL,327305,True,1,1,democrat,27,327305,9164546,3,163652
diaz-balart-878,diaz_balartm,Mario,True,Diaz-Balart,Mario Diaz-Balart,1,republican,62.4,62.4,25,FL,157921,True,1,0,republican,27,253240,9164546,4,31300
valdes-65763,valdesa,Alina,False,Valdes,Alina Valdes,2,democrat,37.6,37.6,25,FL,95319,False,0,0,democrat,27,253240,9164546,4,95319
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,25,FL,0,False,0,0,other,27,253240,9164546,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,25,FL,0,False,0,0,other,27,253240,9164546,4,0
curbelo-64170,curbeloc,Carlos,True,Curbelo,Carlos Curbelo,1,republican,52.9,52.9,26,FL,148547,True,1,0,republican,27,280542,9164546,3,8275
garcia-58641,garciaj,Joe,False,Garcia,Joe Garcia,2,democrat,41.2,41.2,26,FL,115493,False,0,0,democrat,27,280542,9164546,3,115493
peixoto-62152,peixotoj,Jose,False,Peixoto,Jose Peixoto,3,no-party-affiliation,5.9,5.9,26,FL,16502,False,0,0,other,27,280542,9164546,3,16502
ros-lehtinen-867,ros_lehtineni,Ileana,True,Ros-Lehtinen,Ileana Ros-Lehtinen,1,republican,54.9,54.9,27,FL,157917,True,1,0,republican,27,287677,9164546,4,14078
fuhrman-65672,fuhrmans,Scott,False,Fuhrman,Scott Fuhrman,2,democrat,45.1,45.1,27,FL,129760,False,0,0,democrat,27,287677,9164546,4,129760
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,27,FL,0,False,0,0,other,27,287677,9164546,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,27,FL,0,False,0,0,other,27,287677,9164546,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,GA,0,False,0,0,democrat,14,185058,3516108,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,GA,0,False,0,0,other,14,185058,3516108,3,0
carter-63354,carterb,Buddy,True,Carter,Earl L. Buddy Carter,1,republican,100.0,100.0,1,GA,185058,True,1,1,republican,14,185058,3516108,3,92528
bishop-1253,bishops,Sanford,True,Bishop,Sanford D. Bishop Jr.,2,democrat,61.2,61.2,2,GA,148543,True,1,0,democrat,14,242599,3516108,4,27243
duke-63358,dukeg,Greg,False,Duke,Greg Duke,1,republican,38.8,38.8,2,GA,94056,False,0,0,republican,14,242599,3516108,4,94056
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,GA,0,False,0,0,other,14,242599,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,GA,0,False,0,0,other,14,242599,3516108,4,0
ferguson-64902,fergusond,Drew,False,Ferguson,Drew Ferguson,1,republican,68.3,68.3,3,GA,207218,True,1,0,republican,14,303187,3516108,4,55624
pendley-64884,pendleya,Angela,False,Pendley,Angela Pendley,2,democrat,31.7,31.7,3,GA,95969,False,0,0,democrat,14,303187,3516108,4,95969
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,GA,0,False,0,0,other,14,303187,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,GA,0,False,0,0,other,14,303187,3516108,4,0
johnson-59400,johnsonh,Hank,True,Johnson,Hank Johnson,2,democrat,75.7,75.7,4,GA,220146,True,1,0,democrat,14,290739,3516108,4,74776
armendariz-61317,armendarizv,Victor,False,Armendariz,Victor Armendariz,1,republican,24.3,24.3,4,GA,70593,False,0,0,republican,14,290739,3516108,4,70593
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,GA,0,False,0,0,other,14,290739,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,GA,0,False,0,0,other,14,290739,3516108,4,0
lewis-833,lewisj,John,True,Lewis,John Lewis,2,democrat,84.4,84.4,5,GA,253781,True,1,0,democrat,14,300549,3516108,4,103506
bell-64890,belld,Douglas,False,Bell,Douglas Bell,1,republican,15.6,15.6,5,GA,46768,False,0,0,republican,14,300549,3516108,4,46768
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,5,GA,0,False,0,0,other,14,300549,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,5,GA,0,False,0,0,other,14,300549,3516108,4,0
price-12873,pricet,Tom,True,Price,Tom Price,1,republican,61.7,61.7,6,GA,201088,True,1,0,republican,14,326005,3516108,4,38085
stooksbury-64891,stooksburyr,Rodney,False,Stooksbury,Rodney Stooksbury,2,democrat,38.3,38.3,6,GA,124917,False,0,0,democrat,14,326005,3516108,4,124917
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,GA,0,False,0,0,other,14,326005,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,GA,0,False,0,0,other,14,326005,3516108,4,0
woodall-61021,woodallr,Rob,True,Woodall,Rob Woodall,1,republican,60.4,60.4,7,GA,174081,True,1,0,republican,14,288301,3516108,4,29930
malik-64892,malikr,Rashid,False,Malik,Rashid Malik,2,democrat,39.6,39.6,7,GA,114220,False,0,0,democrat,14,288301,3516108,4,114220
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,GA,0,False,0,0,other,14,288301,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,GA,0,False,0,0,other,14,288301,3516108,4,0
scott-13031,scotta,Austin,True,Scott,Austin Scott,1,republican,67.6,67.6,8,GA,173983,True,1,0,republican,14,257208,3516108,4,45378
harris-64905,harrisj,James,False,Harris,James Harris,2,democrat,32.4,32.4,8,GA,83225,False,0,0,democrat,14,257208,3516108,4,83225
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,GA,0,False,0,0,other,14,257208,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,GA,0,False,0,0,other,14,257208,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,GA,0,False,0,0,democrat,14,185058,3516108,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,GA,0,False,0,0,other,14,185058,3516108,3,0
collins-62270,collinsd,Doug,True,Collins,Doug Collins,1,republican,100.0,100.0,9,GA,185058,True,1,1,republican,14,185058,3516108,3,92528
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,GA,0,False,0,0,democrat,14,185058,3516108,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,GA,0,False,0,0,other,14,185058,3516108,3,0
hice-61020,hicej,Jody,True,Hice,Jody B. Hice,1,republican,100.0,100.0,10,GA,185058,True,1,1,republican,14,185058,3516108,3,92528
loudermilk-63369,loudermilkb,Barry,True,Loudermilk,Barry Loudermilk,1,republican,67.4,67.4,11,GA,217935,True,1,0,republican,14,323318,3516108,4,56275
wilson-64903,wilsond,Don,False,Wilson,Don Wilson,2,democrat,32.6,32.6,11,GA,105383,False,0,0,democrat,14,323318,3516108,4,105383
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,GA,0,False,0,0,other,14,323318,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,GA,0,False,0,0,other,14,323318,3516108,4,0
allen-61316,allenr,Rick,True,Allen,Rick W. Allen,1,republican,61.6,61.6,12,GA,159492,True,1,0,republican,14,258912,3516108,4,30035
mccracken-64898,mccrackent,Tricia,False,McCracken,Tricia McCracken,2,democrat,38.4,38.4,12,GA,99420,False,0,0,democrat,14,258912,3516108,4,99420
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,12,GA,0,False,0,0,other,14,258912,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,12,GA,0,False,0,0,other,14,258912,3516108,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,GA,0,False,0,0,republican,14,185058,3516108,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,GA,0,False,0,0,other,14,185058,3516108,3,0
scott-1257,scottd,David,True,Scott,David Scott,1,democrat,100.0,100.0,13,GA,185058,True,1,1,democrat,14,185058,3516108,3,92528
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,14,GA,0,False,0,0,democrat,14,185058,3516108,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,14,GA,0,False,0,0,other,14,185058,3516108,3,0
graves-53104,gravest,Tom,True,Graves,Tom Graves,1,republican,100.0,100.0,14,GA,185058,True,1,1,republican,14,185058,3516108,3,92528
hanabusa-53401,hanabusac,Colleen,False,Hanabusa,Colleen Hanabusa,2,democrat,71.9,71.9,1,HI,145417,True,1,0,democrat,2,202357,412873,4,44238
ostrov-65532,ostrovs,Shirlene,False,Ostrov,Shirlene Ostrov,3,republican,22.7,22.7,1,HI,45958,False,0,0,republican,2,202357,412873,4,45958
yim-65533,yima,Alan,False,Yim,Alan Yim,4,libertarian,3.3,3.3,1,HI,6601,False,0,0,other,2,202357,412873,4,6601
griffin-63996,griffinc,Calvin,False,Griffin,Calvin Griffin,1,nonpartisan,2.2,2.2,1,HI,4381,False,0,0,other,2,202357,412873,4,4381
gabbard-62589,gabbardt,Tulsi,True,Gabbard,Tulsi Gabbard,1,democrat,81.2,81.2,2,HI,170848,True,1,0,democrat,2,210516,412873,4,65589
kaaihue-65535,kaaihuea,Angela,False,Kaaihue,Angela Kaaihue,2,republican,18.8,18.8,2,HI,39668,False,0,0,republican,2,210516,412873,4,39668
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,HI,0,False,0,0,other,2,210516,412873,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,HI,0,False,0,0,other,2,210516,412873,4,0
blum-62159,blumr,Rod,True,Blum,Rod Blum,1,republican,53.8,53.8,1,IA,206903,True,1,0,republican,4,384306,1513360,4,14749
vernon-63571,vernonm,Monica,False,Vernon,Monica Vernon,2,democrat,46.2,46.2,1,IA,177403,False,0,0,democrat,4,384306,1513360,4,177403
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,IA,0,False,0,0,other,4,384306,1513360,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,IA,0,False,0,0,other,4,384306,1513360,4,0
loebsack-51537,loebsackd,Dave,True,Loebsack,Dave Loebsack,2,democrat,53.7,53.7,2,IA,198571,True,1,0,democrat,4,369504,1513360,4,13818
peters-65142,petersc,Christopher,False,Peters,Christopher Peters,1,republican,46.3,46.3,2,IA,170933,False,0,0,republican,4,369504,1513360,4,170933
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,IA,0,False,0,0,other,4,369504,1513360,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,IA,0,False,0,0,other,4,369504,1513360,4,0
young-63579,youngd,David,True,Young,David Young,1,republican,53.5,53.5,3,IA,208598,True,1,0,republican,4,389838,1513360,5,13678
mowrer-63580,mowrerj,Jim,False,Mowrer,Jim Mowrer,2,democrat,39.8,39.8,3,IA,155002,False,0,0,democrat,4,389838,1513360,5,155002
holder-64432,holderb,Bryan,False,Holder,Bryan Holder,3,libertarian,3.9,3.9,3,IA,15372,False,0,0,other,4,389838,1513360,5,15372
addy-65796,addyc,Claudia,False,Addy,Claudia Addy,4,petitioning-candidate,1.6,1.6,3,IA,6348,False,0,0,other,4,389838,1513360,5,6348
grandanette-63576,grandanettej,Joe,False,Grandanette,Joe Grandanette,5,petitioning-candidate,1.2,1.2,3,IA,4518,False,0,0,other,4,389838,1513360,5,4518
king-539,kings,Steve,True,King,Steve King,1,republican,61.3,61.3,4,IA,226719,True,1,0,republican,4,369712,1513360,4,41862
weaver-65144,weaverk,Kim,False,Weaver,Kim Weaver,2,democrat,38.7,38.7,4,IA,142993,False,0,0,democrat,4,369712,1513360,4,142993
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,IA,0,False,0,0,other,4,369712,1513360,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,IA,0,False,0,0,other,4,369712,1513360,4,0
labrador-60527,labradorr,Raul,True,Labrador,Raúl R. Labrador,1,republican,68.2,68.2,1,ID,242252,True,1,0,republican,2,355304,681541,4,64599
piotrowski-64863,piotrowskij,James,False,Piotrowski,James Piotrowski,2,democrat,31.8,31.8,1,ID,113052,False,0,0,democrat,2,355304,681541,4,113052
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,ID,0,False,0,0,other,2,355304,681541,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,ID,0,False,0,0,other,2,355304,681541,4,0
simpson-504,simpsonm,Mike,True,Simpson,Mike Simpson,2,republican,62.9,62.9,2,ID,205292,True,1,0,republican,2,326237,681541,3,42173
martinez-64866,martinezj,Jennifer,False,Martinez,Jennifer Martinez,1,democrat,29.4,29.4,2,ID,95940,False,0,0,democrat,2,326237,681541,3,95940
tomkins-64867,tomkinsa,Anthony,False,Tomkins,Anthony Tomkins,3,constitution,7.7,7.7,2,ID,25005,False,0,0,other,2,326237,681541,3,25005
rush-1263,rushb,Bobby,True,Rush,Bobby L. Rush,1,democrat,74.1,74.1,1,IL,234037,True,1,0,democrat,18,315854,5268408,4,76109
deuser-64662,deusera,August,False,Deuser,August Deuser,2,republican,25.9,25.9,1,IL,81817,False,0,0,republican,18,315854,5268408,4,81817
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,IL,0,False,0,0,other,18,315854,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,IL,0,False,0,0,other,18,315854,5268408,4,0
kelly-53697,kellyr,Robin,True,Kelly,Robin Kelly,1,democrat,79.8,79.8,2,IL,235051,True,1,0,democrat,18,294522,5268408,4,87789
morrow-64721,morrowj,John,False,Morrow,John Morrow,2,republican,20.2,20.2,2,IL,59471,False,0,0,republican,18,294522,5268408,4,59471
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,IL,0,False,0,0,other,18,294522,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,IL,0,False,0,0,other,18,294522,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,IL,0,False,0,0,republican,18,239473,5268408,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,IL,0,False,0,0,other,18,239473,5268408,3,0
lipinski-50681,lipinskid,Dan,True,Lipinski,Daniel Lipinski,1,democrat,100.0,100.0,3,IL,239473,True,1,1,democrat,18,239473,5268408,3,119736
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,IL,0,False,0,0,republican,18,239473,5268408,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,IL,0,False,0,0,other,18,239473,5268408,3,0
gutierrez-1267,gutierrezl,Luis,True,Gutierrez,Luis V. Gutiérrez,1,democrat,100.0,100.0,4,IL,239473,True,1,1,democrat,18,239473,5268408,3,119736
quigley-59914,quigleym,Mike,True,Quigley,Mike Quigley,1,democrat,67.8,67.8,5,IL,212842,True,1,0,democrat,18,313721,5268408,3,55981
kolber-64264,kolberv,Vince,False,Kolber,Vince Kolber,2,republican,27.5,27.5,5,IL,86222,False,0,0,republican,18,313721,5268408,3,86222
sherman-64681,shermanr,Rob,False,Sherman,Rob Sherman,3,green,4.7,4.7,5,IL,14657,False,0,0,other,18,313721,5268408,3,14657
roskam-53825,roskamp,Peter,True,Roskam,Peter Roskam,2,republican,59.2,59.2,6,IL,208555,True,1,0,republican,18,352146,5268408,4,32481
howland-64666,howlanda,Amanda,False,Howland,Amanda Howland,1,democrat,40.8,40.8,6,IL,143591,False,0,0,democrat,18,352146,5268408,4,143591
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,IL,0,False,0,0,other,18,352146,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,IL,0,False,0,0,other,18,352146,5268408,4,0
davis-59339,davisd,Danny,True,Davis,Danny K. Davis,1,democrat,84.2,84.2,7,IL,250584,True,1,0,democrat,18,297466,5268408,4,101850
leef-65644,leefj,Jeffrey,False,Leef,Jeffrey Leef,2,republican,15.8,15.8,7,IL,46882,False,0,0,republican,18,297466,5268408,4,46882
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,IL,0,False,0,0,other,18,297466,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,IL,0,False,0,0,other,18,297466,5268408,4,0
krishnamoorthi-61644,krishnamoorthir,Raja,False,Krishnamoorthi,Raja Krishnamoorthi,1,democrat,58.3,58.3,8,IL,144954,True,1,0,democrat,18,248571,5268408,4,20668
dicianni-64717,diciannip,Pete,False,DiCianni,Pete DiCianni,2,republican,41.7,41.7,8,IL,103617,False,0,0,republican,18,248571,5268408,4,103617
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,IL,0,False,0,0,other,18,248571,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,IL,0,False,0,0,other,18,248571,5268408,4,0
schakowsky-1275,schakowskyj,Jan,True,Schakowsky,Jan Schakowsky,1,democrat,66.5,66.5,9,IL,217306,True,1,0,democrat,18,326856,5268408,4,53877
mccarthy-lasonde-64719,mccarthy_lasondej,Joan,False,McCarthy Lasonde,Joan McCarthy Lasonde,2,republican,33.5,33.5,9,IL,109550,False,0,0,republican,18,326856,5268408,4,109550
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,IL,0,False,0,0,other,18,326856,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,IL,0,False,0,0,other,18,326856,5268408,4,0
schneider-61646,schneiderb,Brad,False,Schneider,Brad Schneider,1,democrat,52.6,52.6,10,IL,150435,True,1,0,democrat,18,285970,5268408,4,7449
dold-60158,doldr,Robert,True,Dold,Robert J. Dold,2,republican,47.4,47.4,10,IL,135535,False,0,0,republican,18,285970,5268408,4,135535
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,IL,0,False,0,0,other,18,285970,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,IL,0,False,0,0,other,18,285970,5268408,4,0
foster-58367,fosterb,Bill,True,Foster,Bill Foster,1,democrat,60.4,60.4,11,IL,166578,True,1,0,democrat,18,275573,5268408,4,28791
khouri-64671,khourit,Tonia,False,Khouri,Tonia Khouri,2,republican,39.6,39.6,11,IL,108995,False,0,0,republican,18,275573,5268408,4,108995
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,IL,0,False,0,0,other,18,275573,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,IL,0,False,0,0,other,18,275573,5268408,4,0
bost-15698,bostm,Mike,True,Bost,Mike Bost,2,republican,54.3,54.3,12,IL,169976,True,1,0,republican,18,313002,5268408,3,13474
baricevic-64720,baricevicc,C.J.,False,Baricevic,C.J. Baricevic,1,democrat,39.7,39.7,12,IL,124246,False,0,0,democrat,18,313002,5268408,3,124246
bradshaw-62251,bradshawp,Paula,False,Bradshaw,Paula Bradshaw,3,green,6.0,6.0,12,IL,18780,False,0,0,other,18,313002,5268408,3,18780
davis-16089,davisr,Rodney,True,Davis,Rodney Davis,2,republican,59.7,59.7,13,IL,187583,True,1,0,republican,18,314394,5268408,4,30385
wicklund-64718,wicklundm,Mark,False,Wicklund,Mark Wicklund,1,democrat,40.3,40.3,13,IL,126811,False,0,0,democrat,18,314394,5268408,4,126811
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,IL,0,False,0,0,other,18,314394,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,IL,0,False,0,0,other,18,314394,5268408,4,0
hultgren-53754,hultgrenr,Randy,True,Hultgren,Randy Hultgren,2,republican,59.3,59.3,14,IL,200508,True,1,0,republican,18,338097,5268408,4,31459
walz-64676,walzj,Jim,False,Walz,Jim Walz,1,democrat,40.7,40.7,14,IL,137589,False,0,0,democrat,18,338097,5268408,4,137589
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,14,IL,0,False,0,0,other,18,338097,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,14,IL,0,False,0,0,other,18,338097,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,15,IL,0,False,0,0,democrat,18,239473,5268408,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,15,IL,0,False,0,0,other,18,239473,5268408,3,0
shimkus-1285,shimkusj,John,True,Shimkus,John Shimkus,1,republican,100.0,100.0,15,IL,239473,True,1,1,republican,18,239473,5268408,3,119736
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,16,IL,0,False,0,0,democrat,18,239473,5268408,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,16,IL,0,False,0,0,other,18,239473,5268408,3,0
kinzinger-60166,kinzingera,Adam,True,Kinzinger,Adam Kinzinger,1,republican,100.0,100.0,16,IL,239473,True,1,1,republican,18,239473,5268408,3,119736
bustos-61657,bustosc,Cheri,True,Bustos,Cheri Bustos,1,democrat,60.3,60.3,17,IL,173125,True,1,0,democrat,18,287068,5268408,4,29590
harlan-64679,harlanp,Patrick,False,Harlan,Patrick Harlan,2,republican,39.7,39.7,17,IL,113943,False,0,0,republican,18,287068,5268408,4,113943
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,17,IL,0,False,0,0,other,18,287068,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,17,IL,0,False,0,0,other,18,287068,5268408,4,0
lahood-16982,lahoodd,Darin,True,LaHood,Darin LaHood,2,republican,72.1,72.1,18,IL,250506,True,1,0,republican,18,347276,5268408,4,76867
rodriguez-65645,rodriguezj,Junius,False,Rodriguez,Junius Rodriguez,1,democrat,27.9,27.9,18,IL,96770,False,0,0,democrat,18,347276,5268408,4,96770
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,18,IL,0,False,0,0,other,18,347276,5268408,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,18,IL,0,False,0,0,other,18,347276,5268408,4,0
visclosky-422,viscloskyp,Peter,True,Visclosky,Peter J. Visclosky,1,democrat,81.5,81.5,1,IN,207515,True,1,0,democrat,9,254566,2658350,4,80231
dunn-64230,dunnd,Donna,False,Dunn,Donna Dunn,2,libertarian,18.5,18.5,1,IN,47051,False,0,0,other,9,254566,2658350,4,47051
